Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Co-located,Co-located with,Notes,URL,Email address
East Riding of Yorkshire,Howden Library & Customer Service Centr,69 Hailgate,Howden,East Riding of Yorkshire,DN14 7SX,,Yes,LAL,,,09:30-16:30,00:00-00:00,14:00-19:00,00:00-00:00,09:30-14:30,09:30-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Childrens Centre,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=howden_library,howden.library@eastriding.gov.uk
East Riding of Yorkshire,Leven Library,74 East Street,Leven,East Riding of Yorkshire,HU17 5NG,,Yes,LAL,,,00:00-00:00,00:00-00:00,10:30-19:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=leven_library,leven.library@eastriding.gov.uk
East Riding of Yorkshire,Market Weighton Library & Customer Service Centre,14 Beverley Road,Market Weighton,East Riding of Yorkshire,YO43 3JP,,Yes,LAL,,,09:30-16:30,00:00-00:00,09:30-18:30,00:00-00:00,09:30-16:30,09:30-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Customer Service Centre,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=market_weighton_library,CSCWeighton@eastriding.gov.uk
East Riding of Yorkshire,North Bridlington Library,Martongate,Bridlington,East Riding of Yorkshire,YO16 6YD,,Yes,LAL,,,00:00-00:00,09:30-17:00,00:00-00:00,09:30-19:00,09:30-14:00,09:30-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=bridlington_north_library,northbridlington.library@eastriding.gov.uk
East Riding of Yorkshire,North Ferriby Library,11 Church Road,North Ferriby,East Riding of Yorkshire,HU14 3DA,,Yes,LAL,,,00:00-00:00,10:00-17:00,00:00-00:00,14:00-18:00,00:00-00:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=north_ferriby_library,northferriby.library@eastriding.gov.uk
East Riding of Yorkshire,Pocklington Library & Customer Service Centre,23 Railway Street,Pocklington,East Riding of Yorkshire,YO42 2QU,,Yes,LAL,,,09:30-16:30,09:30-18:30,00:00-00:00,09:30-16:30,09:30-13:00,09:30-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Customer Service Centre,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=pocklington_library,CSCPock@eastriding.gov.uk
East Riding of Yorkshire,Snaith Library,27-29 Market Place,Snaith,East Riding of Yorkshire,DN14 9HE,,Yes,LAL,,,00:00-00:00,14:00-18:00,00:00-00:00,10:00-16:00,00:00-00:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=snaith_library,snaith.library@eastriding.gov.uk
East Riding of Yorkshire,South Cave Library,97 Church Street,South Cave,East Riding of Yorkshire,HU15 2EP,,Yes,LAL,,,00:00-00:00,14:00-17:00,00:00-00:00,14:00-19:00,00:00-00:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=south_cave_library,southcave.library@eastriding.gov.uk
East Riding of Yorkshire,Stamford Bridge Library,Church Road,Stamford Bridge,East Riding of Yorkshire,YO41 1BP,,Yes,LAL,,,00:00-00:00,14:00-19:00,00:00-00:00,14:00-17:00,00:00-00:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=stamford_bridge_library,stamfordbridge.library@eastriding.gov.uk
East Riding of Yorkshire,Swanland Library,"Swanland Village Hall, Main Street",North Ferriby,East Riding of Yorkshire,HU14 3QR,,Yes,LAL,,,00:00-00:00,00:00-00:00,09:00-12:00,00:00-00:00,14:00-18:00,09:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=swanland_library,swanland.library@eastriding.gov.uk
East Riding of Yorkshire,Willerby Library,58 Main Street,Willerby,East Riding of Yorkshire,HU10 6BZ,,Yes,LAL,,,00:00-00:00,09:30-17:00,00:00-00:00,14:00-18:30,00:00-00:00,09:30-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=willerby_library,willerbyswanland.library@eastriding.gov.uk
East Riding of Yorkshire,Withernsea Library & Customer Service Centre,Queen Street,Withernsea,East Riding of Yorkshire,HU19 2HH,,Yes,LAL,,,09:30-16:30,09:30-18:30,00:00-00:00,09:30-16:30,09:30-13:00,09:30-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Customer Service Centre,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=withernsea_library,CSCWithernsea@eastriding.gov.uk
