Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Kirklees,Holmfirth Library,47 Huddersfield Road,Holmfirth,West Yorkshire,HD9 3JH,,No,LAL,,,09:30-19:00,09:30-13:30,13:00-17:30,09:30-17:30,09:30-17:30,10:00-16:00,11:00-15:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Honley Library,West Avenue,Holmfirth,West Yorkshire,HD9 6HF,,No,LAL,,,13:00-17:00,13:00-18:00,10:00-13:00,00:00-00:00,13:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Huddersfield Library,Princess Alexandra Walk,Huddersfield,West Yorkshire,HD1 2SU,,No,LAL,,,09:30-19:00,09:00-17:00,09:00-17:00,09:00-19:00,09:00-17:00,09:30-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Art Gallery,,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Kirkburton Library,Turnshaws Road,Huddersfield,West Yorkshire,HD8 0RT,,No,LAL,,,14:00-17:00,14:00-18:00,09:00-16:00,00:00-00:00,10:00-17:00,10:00-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Kirkheaton Library,Fields Rise,Huddersfield,West Yorkshire,HD5 0LZ,,No,CL,,,14:00-17:00,00:00-00:00,00:00-00:00,14:00-19:00,12:30-17:30,10:30-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Community Cafe,,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Lepton Library,,,,HD8 0HB,,No,LAL,,2016,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Kirklees,Lindley Library,Lidget Street,Huddersfield,West Yorkshire,HD3 3JP,,No,LAL,,,10:00-17:00,10:00-17:00,00:00-00:00,10:00-19:00,10:00-17:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Marsden Library,"Marsden Mechanic's Hall, Peel Street",Huddersfield,West Yorkshire,HD7 6BW,,No,CL,,,00:00-00:00,10:00-13:00,13:00-18:00,10:00-13:00,13:00-17:00,10:00-15:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Marsden Mechanic's Hall,,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Meltham Library,"Meltham Carlisle Institute, Huddersfield Road",Holmfirth,West Yorkshire,HD9 4AE,,No,CL,,,10:00-14:00,13:00-17:00,00:00-00:00,13:30-17:30,10:00-14:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,"Post Office, Carlile Institute",,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Meltham Library,"Meltham Town Hall, Huddersfield Road",Holmfirth,West Yorkshire,HD9 4AG,,No,LAL,,2016,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Kirklees,Mirfield Library,"Easthorpe Lodge, Huddersfield Road",Mirfield,West Yorkshire,WF14 8AN,,No,LAL,,,10:00-19:00,10:00-13:00,10:00-19:00,10:00-14:00,10:00-17:00,10:00-14:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Rawthorpe & Dalton Library,23 - 25 Ridgeway,Huddersfield,West Yorkshire,HD5 9QJ,,No,LAL,,,13:00-17:00,10:00-13:30,13:00-17:00,00:00-00:00,10:00-13:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,"Children's Centre, Private Nursery",,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Shepley Library,Marsh Lane,Huddersfield,West Yorkshire,HD8 8AE,,No,LAL,,,13:00-17:00,00:00-00:00,00:00-00:00,10:00-17:00,14:00-17:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Skelmanthorpe Library,"24, Commercial Road",Huddersfield,West Yorkshire,HD8 9DA,,No,CL,,,10:00-17:00,00:00-00:00,10:00-18:00,10:00-17:00,10:00-17:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,"Denby Dale Parish Council, Countryside Officer",,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Slaithwaite Library,"Slaithwaite Town Hall, Cross Street",Huddersfield,West Yorkshire,HD7 5AF,,No,LAL,,,10:00-13:00,00:00-00:00,13:00-17:00,13:00-18:00,00:00-00:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,"Town Hall, Children's Centre",,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Slaithwaite Library,Britannia Road,Huddersfield,West Yorkshire,HD7 5HF,,No,LAL,,2014,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Kirklees,The Greenwood Centre,Huddersfield Road,Dewsbury,West Yorkshire,WF13 3JR,,No,LAL,,,10:00-13:00,13:00-17:00,00:00-00:00,13:00-19:00,00:00-00:00,12:00-16:00,13:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Children's Centre,,https://www.kirklees.gov.uk/Libraries,frontline.services@kirklees.gov.uk
Kirklees,Thornhill Lees Library,,,,WF12 9DU,,No,LAL,,2016,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
